age,default,housing,loan,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,month_num,day_num,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,contact_cellular,contact_telephone,poutcome_failure,poutcome_nonexistent,poutcome_success
35,0,1,0,may,mon,146.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
35,0,1,0,may,mon,312.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
50,0,1,1,may,mon,353.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
30,0,0,0,may,mon,38.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
55,0,1,0,may,mon,342.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
41,0,1,0,may,mon,181.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
37,0,1,0,may,mon,172.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
35,0,0,1,may,mon,99.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
59,0,1,0,may,mon,93.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
46,0,0,0,may,mon,348.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
59,0,1,0,may,mon,386.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
49,0,0,0,may,mon,73.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
54,0,0,0,may,mon,208.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
34,0,0,0,may,mon,365.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
52,0,1,0,may,mon,1276.7299999999996,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
41,0,1,0,may,mon,577.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
56,0,1,0,may,mon,137.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
58,0,1,0,may,mon,366.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
32,0,1,0,may,mon,314.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
38,0,0,0,may,mon,160.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
57,0,0,1,may,mon,212.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
57,0,1,1,may,mon,616.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
40,0,0,1,may,mon,178.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
35,0,1,0,may,mon,355.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
45,0,1,0,may,mon,225.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
54,0,0,0,may,mon,160.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
39,0,0,1,may,mon,266.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
60,0,0,0,may,mon,253.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
53,0,0,0,may,mon,179.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
25,0,1,0,may,mon,174.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
51,0,1,0,may,mon,812.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
48,0,0,0,may,mon,357.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
37,0,0,0,may,mon,232.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
44,0,1,0,may,mon,91.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
33,0,1,0,may,mon,273.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
56,0,1,0,may,mon,158.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
41,0,0,0,may,mon,200.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
44,0,1,0,may,mon,172.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
55,0,0,0,may,mon,349.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
38,0,0,1,may,mon,20.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
31,0,0,0,may,mon,246.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
41,0,0,0,may,mon,529.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
39,0,1,1,may,mon,192.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
49,0,0,0,may,mon,1276.7299999999996,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
34,0,1,0,may,mon,188.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
35,0,1,0,may,mon,180.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
33,0,0,0,may,mon,545.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
42,0,0,1,may,mon,583.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
45,0,1,0,may,mon,221.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
42,0,0,0,may,mon,426.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
37,0,0,0,may,mon,197.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
44,0,0,0,may,mon,257.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
54,0,1,0,may,mon,229.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
49,0,0,0,may,mon,55.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
54,0,0,0,may,mon,400.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
52,0,0,0,may,mon,197.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
52,0,0,0,may,mon,190.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
34,0,1,0,may,mon,300.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
35,0,1,0,may,mon,123.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
35,0,1,0,may,mon,194.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
37,0,0,0,may,mon,337.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
36,0,0,0,may,mon,286.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
52,0,0,0,may,mon,247.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
56,0,1,0,may,mon,364.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
49,0,0,0,may,mon,439.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
41,0,0,0,may,mon,139.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
45,0,1,0,may,mon,79.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
32,0,1,1,may,mon,175.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
42,0,0,1,may,mon,262.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
50,0,0,0,may,mon,61.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
31,0,1,1,may,mon,78.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
56,0,1,0,may,mon,102.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
37,0,1,1,may,mon,143.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
35,0,1,0,may,mon,267.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
37,0,1,0,may,mon,345.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
52,0,0,0,may,mon,185.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
39,0,0,0,may,mon,207.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
34,0,1,0,may,mon,125.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
43,0,1,0,may,mon,240.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
56,0,1,0,may,mon,70.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
39,0,1,0,may,mon,193.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
53,0,1,0,may,mon,136.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
35,0,1,0,may,mon,338.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
51,0,1,0,may,mon,87.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
40,0,1,1,may,mon,155.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
36,0,1,1,may,mon,98.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
43,0,1,0,may,mon,186.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
59,0,0,0,may,mon,579.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
24,0,1,0,may,mon,165.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
37,0,0,0,may,mon,85.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
38,0,1,1,may,mon,506.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
40,0,0,0,may,mon,114.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
54,0,1,0,may,mon,843.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
45,0,1,1,may,mon,292.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
43,0,0,0,may,mon,93.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
46,0,0,0,may,mon,128.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
44,0,1,1,may,mon,107.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
51,0,0,0,may,mon,303.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
28,0,1,0,may,mon,81.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
37,0,0,0,may,mon,270.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
34,0,0,0,may,mon,228.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
42,0,1,1,may,mon,673.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
36,0,1,0,may,mon,233.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
57,0,0,0,may,mon,461.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
34,0,1,0,may,mon,138.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
41,0,0,0,may,mon,412.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
38,0,1,0,may,mon,179.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
45,0,0,0,may,mon,19.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
42,0,0,0,may,mon,228.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
48,0,1,0,may,mon,717.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
43,0,1,0,may,mon,1077.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
33,0,0,0,may,mon,146.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
32,0,0,0,may,mon,167.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
39,0,1,0,may,mon,356.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
43,0,0,0,may,mon,277.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
44,0,1,0,may,mon,172.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
35,0,0,0,may,mon,67.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
36,0,0,0,may,mon,291.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
36,0,1,0,may,mon,256.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
55,0,0,0,may,mon,286.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,5,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
